pl_name, points, dist(pa), ra(deg), dec(deg), magn, mas
HD 73526 b,2.4283163720764147,97.2396000,129.3183310,-41.3184231,no data,6.684519475604589,
HD 73526 c,1,97.2396000,129.3183310,-41.3184231,no data,10.592392399804195,
HD 73534 b,1.6270083384177343,83.3321000,129.8153421,12.9599703,no data,35.88053103185927,
HD 73583 b,5.212771321548449,31.5666000,129.6883026,-13.2565267,26.460471123704316,1.9134148118581031,
HD 73583 c,7.941476289448404,31.5666000,129.6883026,-13.2565267,28.361925921428764,3.9345384045161658,
HD 74156 b,1,57.6030000,130.6047813,4.5772338,no data,4.860857941426662,
HD 74156 c,1,57.6030000,130.6047813,4.5772338,no data,63.85084110202593,
HD 7449 b,0,38.6620000,18.6214650,-5.0479716,no data,63.05933474729709,
HD 74698 b,2.383365035448729,52.0648000,130.0744755,-71.8768726,no data,2.32402698176119,
HD 74698 c,2.383365035448729,52.0648000,130.0744755,-71.8768726,no data,86.43075552004426,
HD 75289 b,1.3078306359326468,29.1158000,131.9181715,-41.7377748,no data,1.7172806517423531,
HD 75302 b,0,30.3288000,132.3015641,3.4850141,no data,174.7513914167392,
HD 75784 b,2.643723032668995,85.4321000,133.0992289,13.2330548,no data,12.079768611564036,
HD 75784 c,2.643723032668995,85.4321000,133.0992289,13.2330548,no data,98.32369800110263,
HD 75898 b,1.341606573872212,78.0505000,133.4611999,33.0566885,no data,15.25935131741629,
HD 76700 b,1.4174344436569808,60.8831000,133.4782248,-66.8004747,no data,0.8212459615229842,
HD 76920 b,1.7152658662092624,184.0310000,133.8203530,-67.2653621,no data,5.928349028152865,
HD 77338 b,1.4978468451600824,45.9350000,135.3022475,-25.5282343,no data,1.3061935343420048,
HD 77946 b,3.7293340747292807,99.4510000,136.7776440,46.6724251,26.11092895994338,0.7340298237322902,
HD 79181 b,1.6454134101192925,103.3350000,137.9944736,-19.7474341,no data,8.709536942952534,
HD 7924 b,3.559150263106607,16.9922000,20.4956562,76.7101475,no data,3.5310318852179234,
HD 7924 c,5.492450570213915,16.9922000,20.4956562,76.7101475,no data,6.673650263061875,
HD 7924 d,5.818839649742835,16.9922000,20.4956562,76.7101475,no data,9.127717423288331,
HD 79498 b,1.3917884481558802,48.9489000,138.7885794,23.3748792,no data,60.87981548104247,
HD 80606 b,3.362244274282007,66.4711000,140.6569501,50.6037764,no data,no data,
HD 80653 b,5.174432620530678,109.8600000,140.3390845,14.3678691,24.628983772278808,0.1511924267249226,
HD 80869 b,0,85.3951000,140.7912931,33.9048294,no data,34.018345314895114,
HD 80883 b,0,34.6011000,139.9331831,-59.4780815,no data,186.7570684169,
HD 80913 b,0,61.3603000,138.1021548,-81.7684510,no data,162.15696468237607,
HD 81040 b,0,34.4341000,140.9455027,20.3646078,no data,no data,
HD 81688 b,1.6677089847821556,85.7183000,142.1665753,45.6009241,no data,7.559645956581034,
HD 81817 b,1,269.1260000,144.2715659,81.3263096,no data,12.012960472046553,
HD 81817 c,1,269.1260000,144.2715659,81.3263096,no data,8.639076120478885,
HD 82886 b,1.6151827175449223,127.0610000,143.9383526,34.7805902,no data,12.43497217871731,
HD 82943 b,2.3479359730412805,27.5902000,143.7114034,-12.1302976,no data,42.87971816079623,
HD 82943 c,2.3479359730412805,27.5902000,143.7114034,-12.1302976,no data,26.94616204304427,
HD 8326 b,1.628001628001628,30.6862000,20.5314418,-26.8940678,no data,17.369371248313577,
HD 83443 b,2.4700477765527378,40.8991000,144.2994103,-43.2727210,no data,0.9926868806404052,
HD 83443 c,2.4700477765527378,40.8991000,144.2994103,-43.2727210,no data,195.60332623456264,
HD 8535 b,1.303780964797914,55.4401000,20.9054804,-41.2701007,no data,44.19183948080902,
HD 85390 b,1.5426147319706902,33.5225000,147.5105663,-49.7905254,no data,40.95756581400552,
HD 8574 b,1.3192612137203166,44.8264000,21.3033807,28.5660169,no data,16.954294790569843,
HD 86065 b,0,40.3661000,148.9256674,-18.1069385,no data,395.05922048451544,
HD 86081 b,1.3470281192119886,103.9360000,149.0243714,-3.8083543,no data,0.3328971674876847,
HD 86226 b,2.364489169367218,45.6830000,149.1235154,-24.0991859,no data,59.759648009106236,
HD 86226 c,5.3033101062162755,45.6830000,149.1235154,-24.0991859,24.82201909135456,1.072609066830112,
HD 86264 b,0,67.8107000,149.2409308,-15.8953993,no data,40.74578200785422,
HD 8673 b,0,37.8619000,21.5378455,34.5793389,no data,78.44297301508905,
HD 86950 b,1.6649323621227887,209.8390000,150.4066612,-17.3330699,no data,12.96231873007401,
HD 87646 b,1.3864818024263432,73.5835200,151.6695435,17.8949795,no data,1.5900299414868984,
HD 87883 b,0,18.2912000,152.1794175,34.2419984,no data,221.69130510846745,
HD 88072 b,0,35.9098000,152.3467466,2.3710540,no data,386.941726214014,
HD 88133 b,1.4836795252225519,73.6123000,152.5319349,18.1857284,no data,0.6507064716086849,
HD 88986 b,6.674121504780706,33.2673000,154.1166869,28.6820708,28.419190679302645,17.43453781942027,
HD 89307 b,1.343408900083963,32.0104000,154.5874958,12.6209392,no data,102.15429985254792,
HD 89345 b,2.9347202295552366,132.3450000,154.6710977,10.1288464,25.286521835522535,0.8054705504552495,
HD 89744 b,1.2716579240184391,38.6364000,155.5433193,41.2289354,no data,23.73409530908677,
HD 89839 b,1.2670256572695597,57.3063000,155.1688790,-53.6640291,no data,83.0798707995456,
HD 90156 b,1.4288265761743169,21.9496000,155.9801144,-29.6451030,no data,11.389729197798593,
HD 9174 b,1.4344629729245113,81.4893000,22.5043352,-19.6052945,no data,26.9974094758453,
HD 92788 b,2.392757660167131,34.6538000,160.7021351,-2.1847173,no data,27.99115825681455,
HD 92788 c,2.392757660167131,34.6538000,160.7021351,-2.1847173,no data,302.997073913972,
HD 93083 b,1.6016016016016017,28.5159000,161.0866672,-33.5776794,no data,16.727509915520812,
HD 93351 b,1,56.1630000,161.6779279,-1.6885763,no data,0.6231860833644927,
HD 93351 c,1,56.1630000,161.6779279,-1.6885763,no data,198.60050210993003,
HD 93385 b,3.3384641124309855,43.3475000,161.5627065,-41.4646040,no data,1.7440452159870814,
HD 93385 c,3.3384641124309855,43.3475000,161.5627065,-41.4646040,no data,2.5837706903512316,
HD 93385 d,3.3384641124309855,43.3475000,161.5627065,-41.4646040,no data,5.917296268527598,
HD 93963 A b,5.617030015380031,82.3432000,162.7766969,25.6410650,25.02911073212183,0.2502938919060712,
HD 93963 A c,5.065765251903393,82.3432000,162.7766969,25.6410650,25.197003063356185,0.5739393173935432,
HD 9446 b,2.3809770412566893,50.3503000,23.3350424,29.2649187,no data,3.7537015668228393,
HD 9446 c,2.3809770412566893,50.3503000,23.3350424,29.2649187,no data,12.98899907249808,
HD 94771 b,1.420706801633813,57.7807000,163.9746776,-35.1145225,no data,60.22772309785101,
HD 94834 b,1.6673614005835764,98.1609000,164.3126363,24.1429374,no data,27.913354502658393,
HD 95086 b,0,86.2279000,164.2621032,-68.6672917,no data,645.9626176678314,
HD 95089 b,2.626677511183408,136.9570000,164.6987480,1.7290087,no data,9.930124053535051,
HD 95089 c,2.626677511183408,136.9570000,164.6987480,1.7290087,no data,24.314200807552737,
HD 95127 b,1.896633475580844,676.5790000,164.8961152,43.8144094,no data,1.8918707201967548,
HD 95338 b,6.953042399540435,36.9941000,164.8563364,-56.6235564,27.87506589693683,7.0822104065242835,
HD 95544 b,0,87.8049000,166.3231784,81.0389868,no data,36.05721320791891,
HD 95735 c,3,5.6757730,165.8344710,35.9723170,no data,517.9911176856439,
HD 95872 b,1.5060240963855422,72.2195000,165.8658796,-22.0943303,no data,71.31038016048298,
HD 96063 b,1.593625498007968,140.0650000,166.1853484,-2.5132966,no data,7.924892014421876,
HD 96127 b,2,587.6590000,166.4415020,44.3015500,no data,2.416367315058563,
HD 96167 b,1.3954299668585384,85.3006000,166.3125657,-10.2913450,no data,15.615364956401244,
HD 96700 b,3.3686911890504705,25.4111000,166.9742616,-30.1751383,no data,3.057718870887132,
HD 96700 c,3.3686911890504705,25.4111000,166.9742616,-30.1751383,no data,5.548756252189003,
HD 96700 d,3.3686911890504705,25.4111000,166.9742616,-30.1751383,no data,16.68562163778821,
HD 96992 b,1.693121693121693,396.0820000,167.5966158,43.9189897,no data,3.130664862326488,
HD 97037 b,0,32.4130000,167.5545621,-7.3901483,no data,213.64884459938915,
HD 97048 b,0,183.8570000,167.0133422,-77.6548530,no data,707.0712564656227,
HD 97658 b,4.777129429022648,21.5618000,168.6376584,25.7105962,no data,no data,
HD 98219 b,1.6243654822335025,113.7040000,169.4475218,-23.9754880,no data,11.081404348131993,
HD 98649 b,0,42.1727000,170.2147665,-23.2181063,no data,149.3146039973727,
HD 98736 b,1.5177385695313983,32.4459000,170.4549045,18.1896082,no data,57.44947743782728,
HD 99109 b,1.5145778114350625,54.7901000,171.0715576,-1.5297610,no data,20.259134405668178,
HD 99283 b,1.637331150225133,111.0930000,171.4874082,55.8506653,no data,9.721584618292782,
HD 99492 b,2.6230472712517754,18.2038000,171.6896870,3.0071331,no data,no data,
HD 99492 c,2.6230472712517754,18.2038000,171.6896870,3.0071331,no data,no data,
HD 99706 b,2.6454134101192928,146.6000000,172.1261621,43.9662025,no data,13.506139154160984,
HD 99706 c,1,146.6000000,172.1261621,43.9662025,no data,no data,
HIP 105854 b,1.6736401673640167,78.6381000,321.5962275,-37.8294782,no data,10.300350593414644,
HIP 107772 b,0,23.6434000,327.4977057,-41.2440371,no data,10.277709635669996,
HIP 107773 b,1.6177957532861476,105.1800000,327.5005089,-64.7126993,no data,6.845407872219052,
HIP 109384 b,1.5444015444015444,58.9582000,332.4089720,71.3139560,no data,19.23396575879182,
HIP 109600 b,1.4466546112115732,66.3361000,333.0270790,29.0662082,no data,10.642772185883704,
HIP 113103 b,2.6227180527383367,46.2122000,343.5723794,-43.0102291,27.946169644317532,1.4928958153907408,
HIP 113103 c,4.535538565558849,46.2122000,343.5723794,-43.0102291,28.263850440195156,2.2675830192027213,
HIP 114933 b,1.6587186398507152,101.7660000,349.2071949,-21.2033101,no data,27.907159562132733,
HIP 116454 b,4.319372313287366,62.4491000,353.9543517,0.4447043,27.738412141410443,1.2434126352501476,
HIP 12961 b,2,23.3710000,41.6800749,-23.0860048,no data,10.697017671473194,
HIP 14810 b,3.4430014430014433,50.4800000,47.8092750,21.0971302,no data,1.3787638668779714,
HIP 14810 c,3.4430014430014433,50.4800000,47.8092750,21.0971302,no data,10.875594294770208,
HIP 14810 d,3.4430014430014433,50.4800000,47.8092750,21.0971302,no data,38.4310618066561,
HIP 19976 b,0,40.2707000,64.2597881,-40.7985198,no data,5.810676248488356,
HIP 21152 b,1.2021036814425243,43.4073000,68.0205209,5.4100745,no data,391.6391943290645,
HIP 29442 c,6.670834221267537,68.1920000,93.0578446,-14.6493167,26.924979590820342,0.6625410605349602,
HIP 29442 d,6.3087673788862135,68.1920000,93.0578446,-14.6493167,27.808601090759467,0.9869192867198499,
HIP 34222 b,0,22.8386000,106.4257786,27.4704132,no data,21.542476333925897,
HIP 35173 b,1.6390083999180496,33.1562000,109.0449329,-3.6661273,no data,6.54477895536883,
HIP 35965 b,0,50.1677000,111.2025182,-51.3257507,no data,316.89712703592147,
HIP 38594 b,1,17.7886000,118.5439118,-25.3023073,no data,14.391239333056003,
HIP 38594 c,1,17.7886000,118.5439118,-25.3023073,no data,213.9010377432738,
HIP 39017 b,0,66.3217000,119.7665756,-4.3326006,no data,333.22426897983615,
HIP 41378 b,5.28493414712496,106.2890000,126.6158279,10.0803708,no data,no data,
HIP 41378 c,5.28493414712496,106.2890000,126.6158279,10.0803708,no data,no data,
HIP 41378 d,5.28493414712496,106.2890000,126.6158279,10.0803708,no data,no data,
HIP 41378 e,5.28493414712496,106.2890000,126.6158279,10.0803708,no data,no data,
HIP 41378 f,5.28493414712496,106.2890000,126.6158279,10.0803708,no data,no data,
HIP 4845 b,0,21.0974000,15.5881733,-10.4246208,no data,8.34226018371932,
HIP 48714 b,0,10.5298000,149.0332672,62.7859505,no data,10.636479325343313,
HIP 5158 b,2.612253123740427,51.6026000,16.5094891,-22.4536134,no data,17.247192970896815,
HIP 5158 c,2.6621649698732597,51.6026000,16.5094891,-22.4536134,no data,149.2172875010174,
HIP 54373 b,2.9895548371051976,18.7168000,166.8643532,-19.2916857,no data,3.365959993161224,
HIP 54373 c,2.9895548371051976,18.7168000,166.8643532,-19.2916857,no data,5.289365703539067,
HIP 54597 b,0,39.7429000,167.6082179,-29.4143018,no data,100.64690800117756,
HIP 55507 b,0,25.4893000,170.5227246,46.9078030,no data,198.59313515867444,
HIP 56640 b,0,122.3240000,174.2008941,-37.0391349,no data,37.196298355187864,
HIP 57274 b,3.7738359201773837,25.8618000,176.1705487,30.9576484,no data,2.706694816292756,
HIP 57274 c,3.7241379310344827,25.8618000,176.1705487,30.9576484,no data,6.882738247144437,
HIP 57274 d,3.7241379310344827,25.8618000,176.1705487,30.9576484,no data,39.053739492224054,
HIP 5763 b,0,31.9043000,18.4953430,16.4942738,no data,5.328435351974499,
HIP 63242 b,1.6563146997929608,156.4560000,194.3824825,-65.6463263,no data,3.611238942578105,
HIP 65 A b,3.242919389978214,61.7856000,0.1856063,-54.8308228,20.582557176719206,0.28841671845866995,
HIP 65407 b,2.4652014652014653,61.7804000,201.0876630,48.8847322,no data,2.8649863063366374,
HIP 65407 c,2.4652014652014653,61.7804000,201.0876630,48.8847322,no data,5.114890806793093,
HIP 65426 b,1.500023488795482,108.8750000,201.1501727,-51.5045384,35.8138913682887,845.0057405281286,
HIP 65891 b,0,150.2920000,202.6050857,-58.6643937,no data,18.590477204375482,
HIP 66074 b,1.8604651162790697,35.4438000,203.1635632,75.0071038,no data,22.542729617027522,
HIP 67522 b,1.4096916299559472,127.2800000,207.5260010,-40.8358961,no data,no data,
HIP 67537 b,0,116.0460000,207.5808445,-39.9008996,no data,41.423228719645664,
HIP 67851 b,1,64.1181000,208.4653640,-35.3146536,no data,7.517378088246533,
HIP 67851 c,1,64.1181000,208.4653640,-35.3146536,no data,94.07639964378234,
HIP 70849 b,0,24.0572000,217.3270762,-46.4646840,no data,165.85471293417356,
HIP 71135 b,1.929570670525808,32.3311000,218.2158073,-52.6464757,no data,10.36154043629818,
HIP 74890 b,1.6494845360824741,78.6562000,229.5714974,-41.4210961,no data,26.698467507965045,
HIP 75092 b,1.635657329789409,81.6696000,230.1724206,-25.9910525,no data,24.733805479639916,
HIP 77900 b,0,150.8620000,238.6253901,-27.3387434,no data,22000.238628680516,
HIP 78530 b,0,136.7590000,240.4810052,-21.9804920,no data,5410.978436519717,
HIP 79098 AB b,0,145.7980000,242.1821202,-23.6855244,no data,2366.2876033964803,
HIP 79431 b,2,14.5324000,243.1742467,-18.8764247,no data,24.77223307918857,
HIP 81208 C b,0,147.5330000,248.8075000,-35.7247583,no data,156.16845044837427,
HIP 8152 b,5.015364914984393,101.6940000,26.2092533,-18.4013844,28.004975943687842,0.914508230574075,
HIP 8152 c,5.254895212868794,101.6940000,26.2092533,-18.4013844,28.887934695376636,1.3668456349440479,
HIP 8541 b,1,155.1210000,27.5271962,-54.4651633,no data,24.03929835418802,
HIP 86221 b,0,29.4898000,264.2948750,27.8963910,no data,1.0512109271680379,
HIP 90988 b,0,94.0349000,278.3892816,-50.2116920,no data,14.462715438629703,
HIP 91258 b,1.4495379597753215,45.8846000,279.2211173,61.7015065,no data,1.3076282674361333,
HIP 94235 b,1.5490566544627848,58.5146000,287.7411441,-60.2726358,25.517574835163657,1.3449634792000629,
HIP 948 b,0,34.8523000,2.9276336,-39.2304879,no data,431.4492874214901,
HIP 9618 b,5.661889683234701,67.5478000,30.9050061,21.2813274,27.205287812617488,2.1466280174927976,
HIP 9618 c,6.297030918671352,67.5478000,30.9050061,21.2813274,28.78623142140396,3.9823650807280186,
HIP 97166 b,5.0969456820736845,65.9501000,296.2446203,74.0628577,27.85625600444103,1.379831114736748,
HIP 97166 c,2.5337423312883436,65.9501000,296.2446203,74.0628577,no data,1.8802094310698543,
HIP 97233 b,0,102.2750000,296.4221207,-0.6968794,no data,24.35590320215106,
HIP 99770 b,0,40.0765000,303.6338344,36.8066046,no data,421.6935111599066,
HN Lib b,2,6.2444200,218.5684823,-12.5170062,no data,22.692259649414996,
HN Peg b,0.5267743147627786,18.1186000,326.1315705,14.7714524,40.17610154128751,42663.34043469142,
HR 2562 b,0.4527092053168885,34.0071000,102.5042716,-60.2486775,32.286336651499454,596.9341696292832,
HR 5183 b,1.380738695201933,31.4607000,206.7357992,6.3498994,no data,572.1423871687534,
HR 810 b,1.2972271769093562,17.3181000,40.6417178,-50.7993484,no data,53.12361055774017,
HR 858 b,3.2901144976616674,31.9640000,42.9849779,-30.8140609,23.303983337295698,1.5016894005756478,
HR 858 c,3.2901144976616674,31.9640000,42.9849779,-30.8140609,24.198717884249714,2.108622199974972,
HR 858 d,3.2901144976616674,31.9640000,42.9849779,-30.8140609,24.874873382780375,3.2129896133149796,
HR 8799 b,5.074164542558034,41.2441000,346.8701486,21.1340376,34.68613524896364,1648.7206655012474,
HR 8799 c,4.633666666666667,41.2441000,346.8701486,21.1340376,33.422508668516514,921.3439013095206,
HR 8799 d,4.633666666666667,41.2441000,346.8701486,21.1340376,32.42464689399049,581.9014113533814,
HR 8799 e,4.581869007566938,41.2441000,346.8701486,21.1340376,31.57868521257327,397.63263109147726,
HS Psc b,1.9034023316678563,37.6604000,24.3473790,26.9528036,no data,1.1550594258159763,
HU Aqr AB b,1,,316.9921976,-5.2948694,no data,no data,
HU Aqr AB c,1,,316.9921976,-5.2948694,no data,no data,
IC 4651 9122 b,0,859.3240000,261.2086139,-49.9489317,no data,2.3716316546494687,
ITG 15 b,0,136.3700000,69.9370379,26.0312128,no data,3189.85114028012,
K2-10 b,3.8771618608902356,272.3600000,172.1216476,1.6906217,no data,no data,
K2-100 b,3.592102455892374,188.9590000,129.6010863,20.1060074,25.212981296964823,0.15929381506040993,
K2-101 b,3.434385720844721,188.3300000,130.3439097,18.9338205,31.753989024811947,0.5968247225614612,
K2-102 b,1.703940362087327,188.1750000,130.0558953,19.7787519,no data,no data,
K2-104 b,2,189.2890000,129.6366594,19.7737202,31.757119121969335,0.1278468373756531,
K2-105 b,1.4194464158978,197.9890000,125.4202985,13.4975122,28.693060211108985,0.4207304446206607,
K2-107 b,1.3199142055766375,685.2000000,284.9853550,-22.2934206,25.490891620201115,0.06932282545242265,
K2-108 b,1.4288265761743169,477.2950000,123.3818484,16.4195160,27.639552063785437,0.12172765270954022,
K2-11 b,1.4724829744156083,329.3090000,169.0418328,1.9866832,30.900230484209516,0.6853745266603707,
K2-110 b,6.444449390045676,116.4740000,207.3497402,-12.2849182,30.074623034828562,0.8763329155004549,
K2-111 b,5.736467272211748,200.3940000,59.8903081,21.2985263,28.703192746138463,0.2819445691986786,
